Area,Price,Room,Room_Area,Lon,Lat
64,280000.0,3,21.333333333333332,4.811771,52.355712
77,325000.0,3,25.666666666666668,4.945778,52.393622
77,325000.0,3,25.666666666666668,4.899777,52.40313
111,275000.0,5,22.2,4.970438,52.294244
46,340000.0,2,23.0,4.856593,52.380808
72,550000.0,3,24.0,4.85255,52.367739
84,500000.0,3,28.0,4.947231,52.377422
111,750000.0,4,27.75,4.892182,52.401519
92,499000.0,4,23.0,4.837996,52.37746
212,1750000.0,4,53.0,4.883097,52.369689
50,319000.0,2,25.0,4.847496,52.378843
147,1100000.0,4,36.75,4.878689,52.353303
47,325000.0,2,23.5,4.909223,52.34615
109,475000.0,4,27.25,4.801543,52.344264
88,300000.0,2,44.0,4.807168,52.361653
66,265000.0,2,33.0,4.930826,52.398984
99,399500.0,3,33.0,4.792451,52.354762
95,625000.0,5,19.0,4.855072,52.377799
40,399000.0,2,20.0,4.886109,52.363042
66,445000.0,3,22.0,4.852373,52.377544
145,550000.0,3,48.333333333333336,5.000011,52.352324
84,675000.0,4,21.0,4.855835,52.360699
84,325000.0,3,28.0,4.877949,52.334686
82,600000.0,4,20.5,4.852076,52.381479
57,375000.0,3,19.0,4.852248,52.361159
82,575000.0,4,20.5,4.906854,52.341296
79,475000.0,3,26.333333333333332,4.829591,52.372067
62,500000.0,3,20.666666666666668,4.914296,52.358996
94,275000.0,4,23.5,4.95696,52.311632
63,525000.0,3,21.0,4.865952,52.361768
52,400000.0,2,26.0,4.908012,52.356419
80,375000.0,4,20.0,4.882011,52.330956
87,550000.0,2,43.5,4.942751,52.373127
76,525000.0,2,38.0,4.922699,52.355605
90,760000.0,4,22.5,4.886718,52.380687
75,675000.0,3,25.0,4.876322,52.365121
97,325000.0,4,24.25,4.955054,52.317674
75,459000.0,3,25.0,4.94178,52.357269
46,350000.0,2,23.0,4.863132,52.36504
43,325000.0,2,21.5,4.934601,52.36596
81,275000.0,3,27.0,4.810853,52.354008
57,275000.0,2,28.5,4.937616,52.397321
140,700000.0,5,28.0,4.837658,52.350226
59,209000.0,2,29.5,4.975309,52.296957
150,1325000.0,5,30.0,4.896605,52.359176
120,850000.0,3,40.0,4.89518,52.361947
105,485000.0,4,26.25,5.000345,52.352811
53,385000.0,2,26.5,4.901411,52.347889
125,650000.0,5,25.0,4.901879,52.406292
64,450000.0,3,21.333333333333332,4.850607,52.352379
87,450000.0,3,29.0,4.990866,52.360697
90,600000.0,3,30.0,4.844731,52.349856
71,245000.0,3,23.666666666666668,4.787319,52.359244
70,500000.0,3,23.333333333333332,4.869195,52.380747
80,600000.0,2,40.0,4.865609,52.365991
73,595000.0,3,24.333333333333332,4.910454,52.34221
127,995000.0,4,31.75,4.889858,52.357323
118,475000.0,5,23.6,5.015376,52.305296
78,275000.0,3,26.0,4.972526,52.321871
85,285000.0,4,21.25,4.950198,52.39832
75,585000.0,3,25.0,4.853451,52.364831
75,310000.0,3,25.0,4.790104,52.381911
81,495000.0,4,20.25,4.870861,52.332238
54,475000.0,2,27.0,4.863781,52.361606
57,425000.0,3,19.0,4.849341,52.384118
161,875000.0,4,40.25,4.777448,52.350596
73,560000.0,3,24.333333333333332,4.857873,52.360923
81,604447.4074074074,3,27.0,4.880976,52.389623
40,275000.0,2,20.0,4.921147,52.373395
145,575000.0,5,29.0,4.78754,52.348859
125,1025000.0,3,41.666666666666664,4.860922,52.358834
47,340000.0,2,23.5,4.856817,52.380458
125,550000.0,5,25.0,4.84351,52.363743
59,400000.0,2,29.5,4.871359,52.378707
33,235000.0,2,16.5,4.836971,52.362788
93,335000.0,4,23.25,4.92221,52.409314
221,975000.0,5,44.2,4.838629,52.37491
64,450000.0,2,32.0,4.930926,52.377783
53,350000.0,2,26.5,4.930264,52.363679
118,725000.0,4,29.5,4.87252,52.392217
44,340000.0,3,14.666666666666666,4.864588,52.365393
164,1175000.0,2,82.0,4.92035,52.366858
92,325000.0,4,23.0,4.936866,52.394487
103,700000.0,4,25.75,4.99474,52.392365
82,295000.0,3,27.333333333333332,4.808181,52.357419
44,335000.0,2,22.0,4.904467,52.35165
38,300000.0,2,19.0,4.86116,52.363527
83,600000.0,4,20.75,4.925816,52.363614
72,675000.0,3,24.0,4.860601,52.352451
80,495000.0,4,20.0,4.859791,52.371205
75,539000.0,3,25.0,4.860239,52.370632
75,499000.0,3,25.0,4.902863,52.342664
67,475000.0,3,22.333333333333332,4.860847,52.358995
130,800000.0,5,26.0,4.932943,52.358329
99,315000.0,4,24.75,4.78504,52.354616
111,450000.0,4,27.75,4.785975,52.347341
54,495000.0,3,18.0,4.86547,52.3628
78,550000.0,3,26.0,4.877208,52.342458
89,400000.0,3,29.666666666666668,5.012134,52.349139
70,525000.0,3,23.333333333333332,4.849656,52.353346
98,350000.0,4,24.5,4.952422,52.316855
86,620000.0,4,21.5,4.92068,52.354968
89,375000.0,5,17.8,4.915413,52.40997
93,485000.0,5,18.6,4.918067,52.385525
87,385000.0,3,29.0,4.793277,52.381864
138,1575000.0,4,34.5,4.961457,52.38257
33,249000.0,2,16.5,4.883913,52.327585
74,350000.0,4,18.5,4.832383,52.373012
136,600000.0,4,34.0,4.802149,52.350604
79,425000.0,3,26.333333333333332,4.874705,52.332273
69,345000.0,4,17.25,4.795948,52.374337
58,640000.0,3,19.333333333333332,4.907085,52.372907
58,645000.0,3,19.333333333333332,4.907085,52.372907
92,350000.0,3,30.666666666666668,4.802618,52.378567
65,350000.0,2,32.5,4.935377,52.358917
115,475000.0,5,23.0,4.776722,52.351033
96,450000.0,3,32.0,4.993345,52.355933
59,450000.0,2,29.5,4.891511,52.401727
54,375000.0,3,18.0,4.919118,52.352814
69,485000.0,3,23.0,4.866392,52.365536
136,1100000.0,3,45.333333333333336,4.872591,52.356414
43,375000.0,2,21.5,4.860276,52.347686
138,525000.0,5,27.6,4.774348,52.350823
162,1325000.0,4,40.5,4.95437552819149,52.3679823
92,335000.0,4,23.0,4.921825,52.409609
58,400000.0,3,19.333333333333332,4.920732,52.352847
124,835000.0,3,41.333333333333336,4.876154,52.347558
136,885000.0,3,45.333333333333336,4.876154,52.347558
81,635000.0,3,27.0,4.894509,52.343016
129,1120000.0,5,25.8,4.860337,52.359856
52,375000.0,3,17.333333333333332,4.852329,52.365365
41,285000.0,2,20.5,4.922721,52.354922
92,425137.0,4,23.0,4.98896,52.321172
107,549001.0,4,26.75,5.016522,52.305075
102,500000.0,5,20.4,4.823859,52.383847
29,179000.0,2,14.5,4.945048,52.325695
90,790000.0,3,30.0,4.884941,52.378055
50,350000.0,3,16.666666666666668,4.853093,52.368955
110,425000.0,4,27.5,4.804152,52.364802
112,525000.0,5,22.4,4.79733,52.356512
74,329000.0,4,18.5,4.928532,52.397672
101,445000.0,3,33.666666666666664,4.83075,52.365104
107,800000.0,3,35.666666666666664,4.879459,52.373268
135,875000.0,5,27.0,4.897048,52.417382
78,575000.0,3,26.0,4.858844,52.373106
76,700000.0,4,19.0,4.895174,52.363763
80,325000.0,4,20.0,4.909069,52.405451
102,750000.0,5,20.4,4.937898,52.356428
73,500000.0,3,24.333333333333332,4.853124,52.367607
48,300000.0,2,24.0,4.949415,52.340644
157,675000.0,5,31.4,4.831079,52.368144
34,345000.0,2,17.0,4.855832,52.352385
64,275000.0,3,21.333333333333332,4.94649,52.39437
45,245000.0,2,22.5,4.834844,52.378255
37,385000.0,2,18.5,4.855832,52.352385
35,375000.0,2,17.5,4.855832,52.352385
68,300000.0,3,22.666666666666668,4.898877,52.419502
171,1200000.0,4,42.75,4.846606,52.356702
127,499000.0,5,25.4,4.796462,52.352238
98,325000.0,3,32.666666666666664,4.956816,52.31741
60,480000.0,2,30.0,4.85983,52.361813
62,475000.0,4,15.5,4.846923,52.347545
78,685000.0,3,26.0,4.890731,52.351449
57,550000.0,2,28.5,4.884292,52.370557
137,550000.0,5,27.4,4.787554,52.348895
78,330000.0,3,26.0,4.829637,52.372964
59,375000.0,3,19.666666666666668,4.852415,52.380133
107,575000.0,3,35.666666666666664,4.935891,52.37338
98,825000.0,4,24.5,4.890594,52.376848
119,515000.0,4,29.75,4.918363,52.403385
65,225000.0,2,32.5,4.958115,52.309662
119,1050000.0,5,23.8,4.860818,52.352776
80,425000.0,4,20.0,4.846389,52.379296
63,375000.0,5,12.6,4.890785,52.41492
145,1150000.0,5,29.0,4.87195,52.372454
71,425000.0,4,17.75,4.852168,52.378747
124,1450000.0,5,24.8,4.896425,52.360892
90,850000.0,3,30.0,4.910051,52.361418
114,750000.0,4,28.5,4.902566,52.368503
107,450000.0,4,26.75,4.892525,52.423619
58,235000.0,2,29.0,4.947669,52.325253
83,600000.0,2,41.5,4.908391,52.371373
81,315000.0,3,27.0,4.807981,52.357437
157,1250000.0,4,39.25,4.876006,52.362028
98,699000.0,3,32.666666666666664,4.861985,52.322384
74,450000.0,2,37.0,4.904136,52.399475
78,300000.0,4,19.5,4.954641,52.394724
61,475000.0,3,20.333333333333332,4.881701,52.393538
66,399000.0,4,16.5,4.925631,52.356012
109,790000.0,5,21.8,4.867865,52.345104
77,650000.0,3,25.666666666666668,4.863394,52.36954
96,375000.0,4,24.0,4.806801,52.352919
47,365000.0,2,23.5,4.874125,52.374854
47,210000.0,2,23.5,4.797085,52.353976
55,269000.0,2,27.5,4.808183,52.361977
96,570000.0,4,24.0,4.843132,52.360049
112,785000.0,3,37.333333333333336,4.899032,52.376065
93,500000.0,3,31.0,4.938017,52.373868
53,400000.0,3,17.666666666666668,4.907895,52.341373
55,425000.0,3,18.333333333333332,4.846708,52.353775
106,700000.0,3,35.333333333333336,4.844918,52.349996
75,350000.0,3,25.0,4.832782,52.373345
42,360000.0,3,14.0,4.86139,52.347835
64,512000.0,2,32.0,4.902531,52.37572
45,375000.0,2,22.5,4.90341,52.354369
118,750000.0,4,29.5,4.930455,52.377871
53,237000.0,3,17.666666666666668,4.974395,52.324322
45,375000.0,2,22.5,4.888718,52.351656
80,560000.0,2,40.0,4.898846,52.370303
48,250000.0,3,16.0,4.823887,52.38063
87,650000.0,4,21.75,4.95437552819149,52.3679823
273,1450000.0,5,54.6,4.942112,52.376819
40,275000.0,2,20.0,4.898299,52.40928
81,550000.0,5,16.2,4.850743,52.359283
82,349000.0,4,20.5,4.797681,52.354375
92,350000.0,3,30.666666666666668,4.802582,52.379007
80,575000.0,3,26.666666666666668,4.893865,52.379863
120,1000000.0,3,40.0,4.887462,52.368027
102,398000.0,3,34.0,4.93924,52.396527
82,280000.0,3,27.333333333333332,4.968223,52.291672
58,350000.0,3,19.333333333333332,4.841738,52.378934
76,500000.0,3,25.333333333333332,4.878134,52.395229
95,615000.0,4,23.75,4.8722593,52.379951
128,575000.0,4,32.0,4.90981909560303,52.3686532505277
31,275000.0,2,15.5,4.888065,52.381025
92,644900.0,3,30.666666666666668,4.873124,52.383918
80,685000.0,3,26.666666666666668,4.856566,52.353584
139,1300000.0,5,27.8,4.879252,52.370823
94,540000.0,3,31.333333333333332,4.969506,52.372583
96,475000.0,4,24.0,4.952066,52.344595
61,245000.0,3,20.333333333333332,4.788481,52.357145
96,695000.0,3,32.0,4.902359,52.37536
79,348738.0,4,19.75,5.0165552,52.3505131
79,348738.0,4,19.75,5.0165552,52.3505131
205,1698000.0,5,41.0,4.860637,52.351894
84,275000.0,4,21.0,4.790574,52.356342
118,375000.0,4,29.5,4.82399,52.380639
129,675000.0,4,32.25,4.819965,52.343878
111,849000.0,5,22.2,4.91369,52.38816
108,539000.0,4,27.0,4.838534,52.379072
59,525000.0,4,14.75,4.880977,52.368961
72,350000.0,3,24.0,4.890612,52.414587
51,350000.0,3,17.0,4.856935,52.363256
113,599000.0,4,28.25,4.965731,52.375268
79,300000.0,4,19.75,4.810678,52.355493
